Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/ja/kb/thunderbird-import,"14,529","12,632",00:03:57,"10,652",27.78%,69.78%,$0.00
/fr/kb/fils-discussion-thunderbird,"14,496","13,028",00:05:12,"8,481",3.28%,79.56%,$0.00
/it/questions/new/thunderbird,"14,411","11,898",00:01:17,"8,579",40.94%,39.03%,$0.00
/cs/kb/pripojeni-objemnych-priloh-ke-zprave-skrze-ulozist,"14,302","11,674",00:05:50,"11,586",25.50%,80.90%,$0.00
/ja/kb/signatures,"14,279","13,001",00:06:05,"9,730",12.73%,83.47%,$0.00
/nl/kb/afzender-blokkeren,"14,250","11,088",00:03:05,"7,564",2.89%,65.65%,$0.00
/it/products/thunderbird/emails-thunderbird,"14,236","11,283",00:00:55,920,41.30%,23.37%,$0.00
/de/products/thunderbird/customize-controls-options-and-add-ons,"14,192","11,206",00:01:10,"1,049",76.45%,26.40%,$0.00
/fr/kb/differences-imap-pop3,"14,161","12,934",00:02:41,"6,407",6.45%,57.08%,$0.00
/en-US/kb/imap-synchronization,"14,135","13,254",00:04:34,"5,947",7.94%,60.37%,$0.00
/de/kb/exportieren-ihres-thunderbird-profils,"14,109","12,496",00:05:04,"9,185",4.70%,70.68%,$0.00
/es/kb/perfiles-de-thunderbird,"13,903","12,141",00:04:24,"7,298",6.53%,61.40%,$0.00
/ja/kb/permission-request-messages-thunderbird-extensions,"13,764","11,603",00:04:59,"10,390",17.39%,78.07%,$0.00
/nl/kb/externe-inhoud-in-berichten,"13,570","8,949",00:04:51,"8,079",7.19%,60.17%,$0.00
/fr/kb/mise-jour-de-thunderbird,"13,421","11,034",00:02:22,"5,873",5.84%,48.17%,$0.00
/de/kb/mehrere-profile-verwenden,"13,351","11,663",00:04:34,"5,730",4.93%,60.73%,$0.00
/es/kb/administrador-de-contrasenas-recordar-eliminar-y-cambiar-contraseñas-thunderbird,"13,263","12,310",00:06:39,"10,421",4.73%,82.31%,$0.00
/ja/kb/password-manager-remember-delete-change-tb,"13,171","11,912",00:06:19,"7,714",6.78%,75.01%,$0.00
/sl/products/thunderbird,"13,132","8,542",00:00:52,"8,323",77.77%,58.99%,$0.00
/it/products/thunderbird/install-migrate-and-update,"13,127","10,353",00:01:00,"6,020",54.41%,39.85%,$0.00
/ru/products/thunderbird/emails-thunderbird,"13,089","10,647",00:01:01,"3,695",45.13%,32.49%,$0.00
/en-US/kb/rebuilding-global-database,"13,037","10,629",00:02:58,"5,594",7.28%,51.94%,$0.00
/fr/kb/archivage-des-messages,"12,790","11,536",00:05:29,"7,241",4.43%,71.26%,$0.00
/es/products/thunderbird/install-migrate-and-update,"12,617","10,153",00:01:13,"7,077",58.23%,49.20%,$0.00
/it/kb/thunderbird-messaggi-raggruppati-discussione,"12,615","11,595",00:05:47,"8,898",3.57%,82.93%,$0.00
/ja/kb/unable-launch-older-version-profile,"12,592","9,444",00:03:28,"8,253",21.90%,59.78%,$0.00
/fr/kb/options-configuration-pour-comptes,"12,514","11,448",00:04:57,"6,449",6.17%,66.52%,$0.00
/es/kb/problemas-al-enviar-y-recibir-mensajes,"12,506","10,980",00:04:46,"7,391",5.87%,62.48%,$0.00
/es/products/thunderbird/emails-thunderbird/set-up-email-thunderbird,"12,383","9,922",00:01:21,"8,275",52.28%,45.87%,$0.00
/nl/questions/new/thunderbird,"12,301","9,069",00:01:21,"6,872",31.18%,30.44%,$0.00
/pl/kb/profile-thunderbirda,"12,301","10,685",00:04:49,"7,418",5.30%,64.72%,$0.00
/it/kb/impossibile-inviare-messaggi,"12,251","9,885",00:04:50,"7,840",5.80%,62.51%,$0.00
/en-US/questions/thunderbird,"12,228","9,357",00:01:31,"2,486",38.20%,24.57%,$0.00
/ja/kb/archived-messages,"12,217","11,296",00:04:00,"7,211",9.70%,71.98%,$0.00
/fr/kb/raccourcis-clavier-thunderbird?redirectslug=keyboard-shortcuts&redirectlocale=en-US,"12,187","11,476",00:05:25,"10,543",24.40%,85.19%,$0.00
/en-US/kb/how-do-i-create-screenshot-my-problem,"12,181","11,335",00:01:37,"6,890",9.54%,58.71%,$0.00
/ja/kb/hyperlinks-in-messages-not-working,"12,146","9,765",00:04:32,"8,900",14.65%,71.37%,$0.00
/en-US/kb/unable-launch-older-version-profile,"12,128","10,019",00:03:31,"8,433",19.29%,64.95%,$0.00
/ja/products/thunderbird/emails-thunderbird/read-send-and-organize-emails,"12,096","9,346",00:00:53,"1,147",69.37%,25.21%,$0.00
/es/kb/thunderbird-no-me-permite-enviar-mensajes,"12,086","10,536",00:05:11,"8,512",5.11%,69.65%,$0.00
/fr/products/thunderbird/contacts-thunderbird,"12,055","9,001",00:00:49,825,37.66%,20.98%,$0.00
/pt-BR/kb/instale-o-thunderbird-no-windows,"12,015","9,342",00:02:13,"8,532",16.10%,65.99%,$0.00
/ja/kb/installing-thunderbird-on-mac,"11,970","9,281",00:03:42,"8,696",23.61%,70.62%,$0.00
/en-US/kb/thunderbird-and-hotmail,"11,907","10,492",00:05:20,"8,864",16.50%,68.61%,$0.00
/pt-BR/kb/perfis-onde-thunderbird-armazena-dados-usuario,"11,821","10,522",00:05:34,"8,304",5.10%,71.23%,$0.00
/ro/kb/thunderbird-and-junk-spam-messages,"11,742","10,088",00:03:30,"10,072",59.41%,85.35%,$0.00
/ru/kb/nastrojka-uchyotnoj-zapisi-vruchnuyu,"11,740","10,559",00:04:41,"6,264",7.71%,68.58%,$0.00
/pl/kb/problemy-z-odbieraniem-wiadomosci,"11,707","10,283",00:05:13,"8,135",5.63%,67.63%,$0.00
/ru/kb/podpisi,"11,696","10,843",00:07:01,"9,325",6.35%,86.34%,$0.00
/fr/kb/migrer-thunderbird-vers-un-nouvel-ordinateur,"11,676","9,977",00:05:50,"7,592",4.45%,67.88%,$0.00
/it/kb/impossibile-ricevere-messaggi-thunderbird,"11,674","10,048",00:04:54,"7,073",5.42%,64.32%,$0.00
/de/kb/Tastaturkuerzel_Thunderbird,"11,667","10,569",00:04:59,"7,434",6.58%,74.84%,$0.00
/de/kb/themenbaume-thunderbird-unterhaltungen-gruppieren?redirectslug=nachrichtenthreading-thunderbird-nachrichten-gruppieren&redirectlocale=de,"11,561","10,869",00:07:00,"10,212",3.48%,89.91%,$0.00
/ja/kb/changing-imap-pop,"11,559","10,353",00:05:05,"8,536",4.46%,71.07%,$0.00
/en-US/kb/digitally-signing-and-encrypting-messages,"11,526","9,285",00:03:29,"7,142",8.25%,56.51%,$0.00
/en-US/users/auth?next=/en-US/questions/new/thunderbird/form,"11,380","9,958",00:02:06,508,63.06%,53.49%,$0.00
/de/kb/Konfigurationsmoeglichkeiten-fuer-Konten,"11,228","10,302",00:04:38,"5,672",5.70%,65.92%,$0.00
/cs/kb/provedeni-udrzby-slozek,"11,205","10,292",00:03:57,"10,011",49.22%,89.35%,$0.00
/de/kb/zu-thunderbird-wechseln,"11,161","8,701",00:05:37,"6,732",5.63%,66.49%,$0.00
/en-US/kb/what-mozilla-maintenance-service,"11,140","10,117",00:03:11,"7,199",10.74%,70.54%,$0.00
/ru/kb/potoki-soobshenij-v-thunderbird-gruppirujte-soobsh,"11,134","10,332",00:06:50,"8,799",3.98%,83.29%,$0.00
/it/kb/domande-frequenti-componenti-aggiuntivi-thunderbird,"11,132","8,371",00:05:09,"7,303",34.42%,66.49%,$0.00
/nl/kb/mappen-comprimeren,"11,129","10,217",00:03:55,"9,848",31.12%,88.90%,$0.00
/it/kb/installare-thunderbird-windows,"11,110","8,365",00:02:25,"6,791",14.81%,58.93%,$0.00
/fr/products/thunderbird/privacy-and-security-settings,"11,069","8,735",00:00:42,478,38.99%,16.12%,$0.00
/es/kb/configuracion-manual-de-una-cuenta-de-correo,"11,025","9,829",00:04:43,"6,657",8.31%,68.45%,$0.00
/ja/products/thunderbird/tips-and-tricks,"11,024","8,948",00:00:52,272,52.21%,23.68%,$0.00
/en-US/products/thunderbird/calendar,"10,985","8,138",00:00:57,"2,968",45.00%,27.42%,$0.00
/nl/kb/thunderbird-gegevens-naar-een-nieuwe-computer-verplaatsen,"10,952","9,115",00:05:41,"6,865",4.95%,66.07%,$0.00
/es/kb/thunderbird-y-gmail,"10,863","9,121",00:03:46,"6,764",7.89%,61.90%,$0.00
/de/kb/imap-synchronisierung,"10,812","10,200",00:06:02,"7,189",5.33%,75.02%,$0.00
/ja/kb/quick-filter-toolbar,"10,760","9,846",00:03:43,"7,653",10.28%,74.81%,$0.00
/ru/kb/chto-novogo-v-thunderbird-60?locale=ru&version=60.9.1&channel=release&os=WINNT&buildid=20191031083309,"10,760","8,448",00:02:10,"8,017",25.02%,74.69%,$0.00
/pl/kb/sygnatury,"10,752","9,942",00:06:55,"8,894",5.80%,86.57%,$0.00
/nl/products/thunderbird/emails-thunderbird/set-up-email-thunderbird,"10,751","7,239",00:01:29,"5,649",35.50%,32.11%,$0.00
/de/products/thunderbird/calendar,"10,617","7,925",00:00:57,"2,453",34.81%,24.64%,$0.00
/en-US/kb/thunderbird-and-yahoo,"10,612","8,584",00:05:18,"5,635",8.67%,62.72%,$0.00
/zh-TW/questions/thunderbird?mobile=0&tagged=&escalated=1&show=needs-attention,"10,588","10,588",00:03:10,"10,584",99.97%,99.97%,$0.00
/nl/products/thunderbird/install-migrate-and-update,"10,571","8,011",00:01:09,"3,477",40.36%,28.38%,$0.00
/ru/kb/profili-v-thunderbird,"10,559","9,415",00:04:54,"6,524",5.21%,67.48%,$0.00
/pl/products/thunderbird/install-migrate-and-update,"10,541","8,387",00:00:58,"4,016",51.22%,34.27%,$0.00
/ja/kb/imap-synchronization,"10,494","9,648",00:06:13,"7,393",7.29%,75.59%,$0.00
/fr/kb/thunderbird-import,"10,432","9,067",00:03:52,"7,645",10.47%,67.16%,$0.00
/ja/kb/how-customize-toolbars,"10,429","9,309",00:03:50,"5,248",14.37%,62.19%,$0.00
/it/kb/impostazioni-thunderbird-pannello-avanzate,"10,399","9,463",00:04:46,"7,014",7.15%,65.58%,$0.00
/en-US/kb/sending-and-receiving-messages-thunderbird,"10,350","9,416",00:03:54,"5,889",7.23%,61.41%,$0.00
/ja/kb/how-use-attachments,"10,341","8,823",00:03:40,"6,364",12.11%,66.59%,$0.00
/zh-TW/questions/thunderbird?mobile=0&tagged=&show=needs-attention,"10,305","10,305",00:05:00,"10,304",99.97%,99.97%,$0.00
/zh-CN/questions/thunderbird?mobile=0&tagged=&escalated=1&show=needs-attention,"10,202","10,201",00:06:51,"10,199",99.97%,99.97%,$0.00
/hr/products/thunderbird,"10,195","6,138",00:00:28,"5,974",78.63%,55.16%,$0.00
/en-US/kb/microsoft-oauth-authentication-and-thunderbird-202,"10,164","8,789",00:04:42,"6,134",5.71%,64.32%,$0.00
/fr/kb/ignorer-fils-de-discussion,"10,084","8,852",00:02:56,"7,307",21.05%,68.07%,$0.00
/de/kb/neu-thunderbird-60?locale=de&buildid=20181204174145&version=60.3.3&os=WINNT&channel=release,"10,083","9,046",00:06:23,"8,498",3.58%,85.01%,$0.00
/it/kb/organizzare-messaggi-posta-thundebird-filtri,"10,065","9,289",00:05:20,"7,321",5.99%,78.30%,$0.00
/ja/kb/installing-addon-thunderbird,"10,064","8,741",00:05:03,"6,207",9.86%,70.83%,$0.00
/en-US/kb/thunderbird-115-supernova-faq,"9,999","8,576",00:03:39,"7,305",5.30%,64.44%,$0.00
/de/kb/Thunderbird-als-Standard-Mail-Anwendung-festlegen,"9,967","8,809",00:04:45,"5,573",4.69%,70.66%,$0.00
/en-US/products/thunderbird/learn-basics-get-started,"9,963","7,617",00:01:36,"5,844",45.90%,41.15%,$0.00
/sv/kb/filelink-stora-bilagor,"9,962","7,804",00:05:18,"7,359",8.74%,72.04%,$0.00
/pl/kb/porzadkowanie-wiadomosci-za-pomoca-filtrow,"9,903","9,321",00:06:18,"8,144",6.01%,85.28%,$0.00
/de/kb/Ferienkalender-hinzufuegen,"9,860","6,336",00:03:19,"4,885",8.56%,58.17%,$0.00
/fr/kb/thunderbird-et-hotmail,"9,627","8,568",00:06:31,"7,745",37.60%,79.54%,$0.00
/it/kb/bloccare-mittente,"9,595","8,586",00:05:36,"5,961",3.10%,80.73%,$0.00
/fr/kb/profils-thunderbird-conserve-donnees-utilisateur,"9,551","8,240",00:05:13,"5,614",3.97%,64.28%,$0.00
/es/kb/organizar-tus-mensajes-utilizando-filtros,"9,532","8,828",00:05:36,"6,705",5.92%,79.76%,$0.00
/zh-TW/questions/thunderbird?show=responded&mobile=0&filter=solution-provided,"9,484","9,484",00:03:32,"9,484",99.97%,99.97%,$0.00
/de/kb/openpgp-in-thunderbird-leitfaden-und-faqs,"9,429","8,095",00:05:20,"5,978",7.38%,71.52%,$0.00
/ja/kb/addressing-email,"9,368","8,436",00:04:04,"6,266",12.39%,73.38%,$0.00
/zh-TW/questions/thunderbird?show=needs-attention&mobile=0,"9,360","9,360",00:03:19,"9,358",99.99%,99.99%,$0.00
/de/kb/thunderbird-unter-linux-installieren,"9,337","6,953",00:04:25,"6,026",6.42%,66.05%,$0.00
/en-US/kb/configuration-options-accounts,"9,328","8,554",00:04:21,"3,511",7.46%,56.86%,$0.00
/es/kb/qu-es-el-adjunto-winmaildat,"9,282","8,128",00:04:30,"7,955",8.42%,84.71%,$0.00
/de/kb/thunderbird-profile-erstellen-und-loeschen,"9,281","8,200",00:05:33,"5,352",4.07%,66.02%,$0.00
/hu/kb/mappa-tomoritese,"9,261","8,500",00:03:28,"8,357",49.43%,90.22%,$0.00
/pl/products/thunderbird/emails-thunderbird,"9,229","7,356",00:00:55,"1,823",47.96%,28.90%,$0.00
/es/kb/faq-complementos-y-extensiones,"9,145","8,048",00:05:05,"7,075",35.11%,79.08%,$0.00
/zh-TW/questions/thunderbird?show=all&mobile=0,"9,082","9,082",00:03:44,"9,079",99.98%,99.98%,$0.00
/ja/kb/rebuilding-global-database,"9,077","6,945",00:02:11,"6,342",11.36%,58.82%,$0.00
/it/kb/configurazione-automatica-account,"9,076","8,021",00:03:30,"3,079",7.44%,56.06%,$0.00
/ja/kb/new-thunderbird-60?locale=ja&version=60.3.2&channel=release&os=WINNT&buildid=20181128113928,"9,045","8,699",00:01:52,"6,954",5.32%,77.56%,$0.00
/it/kb/configurazione-manuale-account,"9,027","7,878",00:04:02,"3,931",5.53%,58.72%,$0.00
/it/kb/archiviazione-messaggi,"8,987","8,161",00:05:14,"6,036",4.85%,71.16%,$0.00
/en-US/kb/how-subscribe-news-feeds-and-blogs,"8,933","7,998",00:04:33,"6,157",8.22%,77.44%,$0.00
/en-US/kb/install-themes-change-look-thunderbird,"8,859","8,215",00:05:28,"6,079",13.59%,71.98%,$0.00
/es/kb/evitar-informar-estafas-al-soporte-tecnico-mozilla,"8,849","7,280",00:00:56,333,15.82%,29.55%,$0.00
/fr/kb/modifier-disposition-thunderbird,"8,825","8,174",00:04:58,"6,890",6.90%,72.02%,$0.00
/es/products/thunderbird/emails-thunderbird,"8,766","7,263",00:01:03,"1,344",50.34%,29.79%,$0.00
/pt-PT/kb/compactar-pastas,"8,751","7,663",00:02:31,"7,603",55.05%,86.88%,$0.00
/tr/kb/thunderbird-and-junk-spam-messages,"8,735","7,264",00:05:05,"7,257",55.02%,82.50%,$0.00
/de/kb/symbolleisten-anpassen,"8,692","7,687",00:05:16,"5,568",4.41%,68.34%,$0.00
/de/kb/alte-thunderbird-version-startet-nicht-mit-profil,"8,652","7,192",00:03:34,"6,421",14.62%,65.48%,$0.00
/fr/products/thunderbird/customize-controls-options-and-add-ons,"8,636","6,679",00:00:58,244,52.94%,20.39%,$0.00
/pl/products/thunderbird/emails-thunderbird/set-up-email-thunderbird,"8,572","6,729",00:01:19,"5,621",47.35%,42.09%,$0.00
/en-US/questions/new/thunderbird/form,"8,556","6,988",00:05:06,"2,474",11.66%,11.90%,$0.00
/fr/kb/gestionnaire-profils-creer-supprimer-thunderbird,"8,546","7,389",00:04:53,"4,719",4.24%,61.89%,$0.00
/nl/kb/kan-geen-berichten-verzenden,"8,541","6,830",00:04:51,"3,790",4.56%,59.69%,$0.00
/fr/kb/envoyer-et-recevoir-messages-thunderbird,"8,444","7,300",00:03:44,"4,846",6.88%,59.84%,$0.00
/es/kb/opciones-de-configuracin-de-cuentas,"8,414","7,779",00:05:08,"5,581",5.52%,68.87%,$0.00
/pl/kb/nowosci-w-thunderbirdzie-60?locale=pl&version=60.9.1&channel=release&os=WINNT&buildid=20191031083309,"8,411","5,681",00:01:38,"5,526",34.94%,66.01%,$0.00
/pl/kb/migracja-poczty-do-thunderbirda,"8,387","6,802",00:05:18,"5,539",6.59%,65.21%,$0.00
/en-US/kb/hyperlinks-in-messages-not-working,"8,382","6,754",00:03:25,"4,320",7.74%,51.81%,$0.00
/ru/products/thunderbird/install-migrate-and-update,"8,381","6,995",00:01:14,"4,824",59.80%,47.11%,$0.00
/ja/kb/thunderbird-78-faq,"8,341","6,019",00:02:09,"1,250",9.54%,32.13%,$0.00
/fr/kb/installation-thunderbird-mac,"8,335","6,757",00:03:51,"6,263",13.34%,70.88%,$0.00
/de/products/thunderbird/emails-thunderbird/read-send-and-organize-emails,"8,284","6,556",00:01:01,648,57.14%,23.84%,$0.00
/ru/kb/problemy-otpravki-i-polucheniya-soobshenij,"8,224","7,260",00:05:01,"5,676",4.84%,68.01%,$0.00
/fr/kb/passer-thunderbird,"8,207","6,540",00:05:06,"4,681",6.46%,63.82%,$0.00
/ja/products/thunderbird/contacts-thunderbird,"8,199","6,415",00:00:37,227,56.80%,18.38%,$0.00
/it/kb/contenuti-remoti-nei-messaggi,"8,128","6,367",00:04:26,"5,995",15.40%,74.31%,$0.00
/ru/products/thunderbird/customize-controls-options-and-add-ons,"8,091","6,381",00:01:18,"1,844",46.03%,30.77%,$0.00
/ja/kb/difference-between-imap-and-pop3,"7,999","7,159",00:02:40,"1,633",6.05%,43.57%,$0.00
/ru/kb/ne-otpravlyayutsya-soobsheniya,"7,936","6,998",00:05:19,"5,772",5.68%,71.82%,$0.00
/pl/kb/thunderbird-i-gmail,"7,914","6,493",00:04:35,"5,071",4.91%,63.57%,$0.00
/it/kb/scorciatoie-da-tastiera-di-thunderbird?redirectslug=keyboard-shortcuts&redirectlocale=en-US,"7,905","7,534",00:04:51,"6,852",26.91%,86.10%,$0.00
/en-US/kb/automatic-conversion-google-mail-accounts-oauth20,"7,876","7,051",00:05:29,"3,030",18.47%,63.75%,$0.00
/de/kb/hyperlinks-nachrichten-funktionieren-nicht,"7,825","6,542",00:04:29,"5,740",7.26%,69.85%,$0.00
/en-US/kb/customize-date-time-formats-thunderbird,"7,822","6,713",00:05:21,"5,005",5.07%,67.39%,$0.00
/fr/kb/notification-absence,"7,787","6,142",00:02:16,"1,165",20.95%,65.71%,$0.00
/nl/kb/kan-geen-berichten-ontvangen,"7,756","6,189",00:04:21,"3,010",4.58%,54.99%,$0.00
/en-US/kb/uninstall-thunderbird,"7,745","7,001",00:04:19,"5,634",19.23%,72.06%,$0.00
/de/kb/installation-von-thunderbird-auf-einem-mac,"7,726","6,354",00:03:53,"5,867",10.47%,71.63%,$0.00
/en-US/products/thunderbird/install-migrate-and-update/copy-your-personal-information-one-thunderbird-another,"7,703","5,661",00:00:59,"2,866",14.90%,18.99%,$0.00
/fr/kb/messages-demande-permission-extensions-thunderbird,"7,689","6,296",00:04:23,"5,590",15.01%,74.83%,$0.00
/en-US/kb/thunderbird-78-faq,"7,682","5,969",00:02:54,"2,218",10.41%,40.91%,$0.00
/ru/kb/upravlenie-parolyami-zapominanie-udalenie-izmenenie-tb,"7,668","7,196",00:07:19,"6,301",5.63%,84.68%,$0.00
/ru/kb/thunderbird-i-gmail,"7,667","6,596",00:04:56,"5,323",4.79%,68.16%,$0.00
/de/kb/ordneransicht-umschalten,"7,646","7,121",00:06:26,"5,636",4.51%,76.86%,$0.00
/es/kb/ignorar-hilos,"7,604","6,754",00:03:44,"6,023",17.63%,73.71%,$0.00
/hr/kb/thunderbird-and-junk-spam-messages,"7,565","6,035",00:05:56,"6,007",40.89%,78.61%,$0.00
/ja/kb/config-editor,"7,561","6,491",00:04:10,"4,427",7.22%,63.83%,$0.00
/ja/kb/cannot-delete-messages,"7,528","6,779",00:07:37,"6,069",17.03%,82.35%,$0.00
/ro/products/thunderbird,"7,491","4,832",00:00:30,"4,586",77.39%,58.70%,$0.00
/it/kb/configurazione-opzioni-account,"7,452","6,841",00:05:18,"4,835",6.68%,68.49%,$0.00
/fr/kb/fichier-joint-winmail-dat,"7,363","6,648",00:05:16,"6,480",8.04%,88.55%,$0.00
/de/kb/thunderbird-telemetry,"7,343","6,808",00:06:26,"6,767",7.11%,89.66%,$0.00
/en-US/kb/thunderbird-beta,"7,328","6,362",00:03:09,"5,405",10.92%,71.10%,$0.00
/de/kb/mit-lightning-auf-google-kalender-zugreifen,"7,301","5,928",00:04:42,"4,885",5.95%,72.43%,$0.00
/ja/kb/thunderbird-export,"7,264","6,281",00:03:20,"5,176",24.08%,68.76%,$0.00
/no/products/thunderbird,"7,218","4,934",00:01:25,"4,489",37.08%,45.65%,$0.00
/uk/products/thunderbird,"7,191","5,018",00:00:59,"4,793",75.92%,62.24%,$0.00
/fr/kb/le-protocole-imap,"7,161","6,456",00:04:16,"3,993",5.01%,57.24%,$0.00
/pl/kb/co-jest-zalacznik-winmaildat,"7,081","6,405",00:05:18,"6,315",9.90%,89.03%,$0.00
/ja/products/thunderbird/how,"7,068","4,957",00:01:56,"4,343",45.32%,44.00%,$0.00
/pl/kb/tworzenie-watkow-wiadomosci-thunderbird,"7,052","6,616",00:06:18,"5,035",4.61%,85.47%,$0.00
/cs/kb/presunuti-dat-thunderbirdu-na-novy-pocitac,"7,047","6,170",00:05:52,"4,988",4.55%,70.46%,$0.00
/en-US/kb/thunderbird-faq,"6,979","6,032",00:03:01,"4,670",9.70%,61.67%,$0.00
/pl/kb/nie-mozna-wysylac-wiadomosci-thunderbird,"6,921","5,884",00:05:03,"4,401",4.88%,66.42%,$0.00
/it/kb/passare-thunderbird,"6,896","5,297",00:05:02,"4,363",6.26%,64.56%,$0.00
/fr/kb/reparer-base-de-donnees-globale,"6,884","5,258",00:02:57,"3,449",4.87%,47.75%,$0.00
/fr/kb/raccourcis-clavier-thunderbird,"6,878","6,175",00:04:18,"4,373",5.79%,73.58%,$0.00
/pt-BR/kb/assinaturas,"6,874","6,340",00:06:43,"5,641",6.08%,86.65%,$0.00
/it/kb/esportare-profilo-thunderbird,"6,858","6,123",00:04:22,"4,782",4.97%,68.31%,$0.00
/ja/kb/new-thunderbird-45?cache=no,"6,847","6,551",00:00:30,"3,386",0.24%,48.23%,$0.00
/fr/kb/nouveautes-de-thunderbird-60?locale=fr&version=60.9.1&channel=release&os=WINNT&buildid=20191031083309,"6,814","5,513",00:03:31,"5,294",26.61%,78.51%,$0.00
/de/kb/mozilla-betrug-durch-falschen-support-melden,"6,784","5,542",00:02:09,923,12.28%,36.14%,$0.00
/en-US/kb/make-thunderbird-default-mail-client,"6,764","6,098",00:04:40,"4,203",6.02%,69.23%,$0.00
/de/kb/grosse-anhaenge-per-email-senden,"6,676","5,683",00:04:05,"4,850",5.24%,73.11%,$0.00
/pt-BR/kb/como-mover-dados-thunderbird-para-outro-computador,"6,665","5,993",00:04:53,"4,852",4.80%,69.38%,$0.00
/en-US/kb/exporting-and-sharing-a-calendar,"6,651","5,824",00:04:21,"3,620",6.60%,61.80%,$0.00
/es/kb/contenido-remoto-en-los-mensajes,"6,647","5,991",00:06:11,"5,621",17.77%,84.43%,$0.00
/en-US/kb/protect-your-thunderbird-passwords-primary-password,"6,638","5,918",00:05:00,"2,938",5.12%,62.59%,$0.00
/fr/kb/transformer-un-compte-pop-en-imap,"6,635","5,642",00:03:52,"2,971",6.13%,57.48%,$0.00
/ca/kb/thunderbird-and-junk-spam-messages,"6,624","5,804",00:03:14,"5,800",58.66%,86.85%,$0.00
/fr/kb/les-liens-hypertextes-dans-les-messages-ne-fonctio,"6,605","5,543",00:03:38,"4,726",11.89%,69.28%,$0.00
/it/kb/modalita-risoluzione-problemi-thunderbird,"6,597","5,857",00:05:44,"4,275",4.51%,66.77%,$0.00
/ja/kb/global-search,"6,589","5,965",00:03:35,"4,480",9.95%,70.63%,$0.00
/id/products/thunderbird,"6,579","3,215",00:00:20,"3,051",80.01%,46.21%,$0.00
/de/kb/thunderbird-und-hotmail,"6,577","5,715",00:05:24,"5,107",8.10%,73.03%,$0.00
/ja/kb/profile-manager-create-and-remove-thunderbird-profiles,"6,577","5,558",00:05:25,"3,352",5.47%,64.01%,$0.00
/ru/kb/nastrojki-konfiguracii-dlya-uchyotnyh-zapisej,"6,576","6,170",00:05:35,"4,601",6.81%,73.56%,$0.00
/ru/questions/new/thunderbird,"6,549","5,039",00:01:10,"3,560",56.72%,44.16%,$0.00
/ja/products/thunderbird/calendar,"6,517","4,313",00:00:54,"1,888",33.83%,26.30%,$0.00
/ja/kb/new-thunderbird-52?locale=ja&version=52.1.1&os=WINNT&buildid=20170509142926,"6,489","6,188",00:00:30,"3,051",0.98%,45.63%,$0.00
/pt-PT/kb/filelink-para-anexos-grandes,"6,465","5,117",00:03:58,"5,058",25.82%,76.77%,$0.00
/es/kb/como-cambiar-la-disposicion-de-thunderbird,"6,449","5,907",00:04:50,"4,460",5.38%,69.65%,$0.00
/pl/kb/skroty-klawiaturowe-thunderbird?redirectslug=keyboard-shortcuts&redirectlocale=en-US,"6,421","6,039",00:05:01,"5,523",20.38%,86.00%,$0.00
/el/kb/filelink-gia-megala-synhmmena-arxeia,"6,416","5,098",00:04:53,"5,034",15.16%,77.87%,$0.00
/en-US/kb/changing-imap-pop,"6,406","5,980",00:05:18,"4,191",5.53%,67.41%,$0.00
/fr/kb/comment-s-abonner-aux-flux-de-nouvelles-et-blogs,"6,377","5,516",00:05:14,"5,035",8.36%,81.18%,$0.00
/fr/products/thunderbird/calendar,"6,372","4,689",00:00:59,"1,876",31.47%,25.88%,$0.00
/fr/kb/ou-sont-passes-menus-fichier-edition-affichage-thunderbird,"6,363","5,708",00:04:34,"2,550",5.62%,61.02%,$0.00
/fr/kb/mode-de-depannage-thunderbird,"6,354","5,614",00:06:12,"4,177",3.90%,67.44%,$0.00
/de/kb/neu-thunderbird-60?locale=de&buildid=20181030083531&version=60.3.0&os=WINNT&channel=release,"6,342","5,945",00:04:14,"5,154",2.95%,82.28%,$0.00
/ja/kb/find-what-version-thunderbird-you-are-using,"6,319","5,809",00:04:07,"3,253",11.16%,64.30%,$0.00
/en-US/kb/how-customize-toolbars,"6,250","5,526",00:02:58,"2,125",8.18%,45.23%,$0.00
