id,title,slug,url,locale,summary,products_str,topics_str,link
17201,Sending and Receiving Messages on Thunderbird,sending-and-receiving-messages-thunderbird,/en-US/kb/sending-and-receiving-messages-thunderbird,en-US,How to send and receive email messages using Thunderbird.,thunderbird;,read-send-and-organize-emails;fix-problems-email-providers-gmail-yahoo-etc;fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/sending-and-receiving-messages-thunderbird
17203,How to Customize the New Mail Sound,how-customize-new-mail-sound,/en-US/kb/how-customize-new-mail-sound,en-US,Learn how to customize the sound that plays when a new email message is received.,thunderbird;,customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;thunderbird-options-preferences-and-settings;how;,https://support.mozilla.org/en-US/kb/how-customize-new-mail-sound
17204,Organize Your Messages by Using Filters,organize-your-messages-using-filters,/en-US/kb/organize-your-messages-using-filters,en-US,"What message filters are, how to create and use them effectively.",thunderbird;,read-send-and-organize-emails;,https://support.mozilla.org/en-US/kb/organize-your-messages-using-filters
17205,How to Subscribe to News Feeds and Blogs,how-subscribe-news-feeds-and-blogs,/en-US/kb/how-subscribe-news-feeds-and-blogs,en-US,"An introduction to RSS feeds, and instructions on how to use them in Thunderbird.",thunderbird;,news-feeds-rss-blogs-and-social-thunderbird;,https://support.mozilla.org/en-US/kb/how-subscribe-news-feeds-and-blogs
17206,Switch from POP to IMAP account,switch-pop-imap-account,/en-US/kb/switch-pop-imap-account,en-US,This article explains how to switch from a POP to an IMAP account in Thunderbird.,thunderbird;,tips-and-tricks;set-up-email-thunderbird;install-migrate-and-update;emails-thunderbird;download-install-and-migration;how;,https://support.mozilla.org/en-US/kb/switch-pop-imap-account
17208,Instant Messaging and Chat,instant-messaging-and-chat,/en-US/kb/instant-messaging-and-chat,en-US,"As of Thunderbird 52.x, Thunderbird supports instant messaging and chat using IRC, XMPP, Twitter, and Google Talk",thunderbird;,news-feeds-rss-blogs-and-social-thunderbird;,https://support.mozilla.org/en-US/kb/instant-messaging-and-chat
17209,Addressing an Email,addressing-email,/en-US/kb/addressing-email,en-US,"How to add recipients to an email message in Thunderbird, and tips for handling many recipients efficiently.",thunderbird;,read-send-and-organize-emails;,https://support.mozilla.org/en-US/kb/addressing-email
17215,How to Customize Toolbars,how-customize-toolbars,/en-US/kb/how-customize-toolbars,en-US,This article explains how to customize the position and contents of Thunderbird toolbars.,thunderbird;,customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;,https://support.mozilla.org/en-US/kb/how-customize-toolbars
17217,Display the Thunderbird menus and toolbar,display-thunderbird-menus-and-toolbar,/en-US/kb/display-thunderbird-menus-and-toolbar,en-US,"The menu items File, Edit, View, etc. are located in the menu bar. This article will help you restore a missing menu bar.",thunderbird;,tips-and-tricks;install-migrate-and-update;customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;how;,https://support.mozilla.org/en-US/kb/display-thunderbird-menus-and-toolbar
17220,Ignoring threads,ignore-threads,/en-US/kb/ignore-threads,en-US,The Ignore Thread (or Subthread) feature is very useful for mailing lists. It lets you skip reading the rest of a conversation you're not really interested in.,thunderbird;,learn-basics-get-started;tips-and-tricks;read-send-and-organize-emails;emails-thunderbird;how;,https://support.mozilla.org/en-US/kb/ignore-threads
18756,Uninstall Thunderbird from your computer,uninstall-thunderbird,/en-US/kb/uninstall-thunderbird,en-US,This article will explain how to uninstall Thunderbird from your computer,thunderbird;,how;,https://support.mozilla.org/en-US/kb/uninstall-thunderbird
19774,Remote Content in Messages,remote-content-in-messages,/en-US/kb/remote-content-in-messages,en-US,This page explains the privacy implications of allowing remote content like images to be displayed in email messages.,thunderbird;,read-send-and-organize-emails;privacy-and-security-settings;,https://support.mozilla.org/en-US/kb/remote-content-in-messages
20791,Cannot delete messages,cannot-delete-messages,/en-US/kb/cannot-delete-messages,en-US,This article explains how to fix issues with message deletion caused by a missing or corrupted trash folder.,thunderbird;,procedures-diagnose-and-fix-problems;fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/cannot-delete-messages
24066,How to create and use mailing lists on Thunderbird,how-create-and-use-mailing-lists-thunderbird,/en-US/kb/how-create-and-use-mailing-lists-thunderbird,en-US,A mailing list is used to send one email to a group of contacts. This article explains how to create and use mailing lists in Thunderbird.,thunderbird;,read-send-and-organize-emails;emails-thunderbird;contacts-thunderbird;customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;how;,https://support.mozilla.org/en-US/kb/how-create-and-use-mailing-lists-thunderbird
26406,New in Thunderbird 38.0,new-thunderbird-38,/en-US/kb/new-thunderbird-38,en-US,This article describes the major changes in Thunderbird version 38.0 released in June 2015.,thunderbird;,thunderbird-versions-and-languages;,https://support.mozilla.org/en-US/kb/new-thunderbird-38
26742,Installing an Add-on in Thunderbird,installing-addon-thunderbird,/en-US/kb/installing-addon-thunderbird,en-US,Add-ons add functionality to Thunderbird or change its appearance. Learn how to install add-ons to Thunderbird.,thunderbird;,learn-basics-get-started;customize-controls-options-and-add-ons;thunderbird-controls-and-buttons;download-install-and-migration;customize-thunderbird-add-ons-plugins-and-extensions;how;,https://support.mozilla.org/en-US/kb/installing-addon-thunderbird
27077,Maildir in Thunderbird,maildir-thunderbird,/en-US/kb/maildir-thunderbird,en-US,"Optional support for Maildir allows you to store email as individual files, unlike the default single file format. Learn about Maildir in Thunderbird.",thunderbird;,learn-basics-get-started;set-up-email-thunderbird;emails-thunderbird;,https://support.mozilla.org/en-US/kb/maildir-thunderbird
27154,Avoid and report Mozilla tech support scams,avoid-and-report-mozilla-tech-support-scams,/en-US/kb/avoid-and-report-mozilla-tech-support-scams,en-US,"Mozilla does not provide telephone support and does not charge for software downloads, upgrades or technical help. Learn more.",firefox;mobile;ios;thunderbird;privacy-and-security;,protect-your-privacy;fix-problems;,https://support.mozilla.org/en-US/kb/avoid-and-report-mozilla-tech-support-scams
28057,Thunderbird and Logjam,thunderbird-and-logjam,/en-US/kb/thunderbird-and-logjam,en-US,Thunderbird no longer supports 512 bit (so called US export) keys for TLS connections.,thunderbird;,tips-and-tricks;other;,https://support.mozilla.org/en-US/kb/thunderbird-and-logjam
28278,Thunderbird Accessibility Features,thunderbird-accessibility-features,/en-US/kb/thunderbird-accessibility-features,en-US,Find out about all of the Accessibility features available in Thunderbird.,thunderbird;,learn-basics-get-started;tips-and-tricks;how;,https://support.mozilla.org/en-US/kb/thunderbird-accessibility-features
31228,How can I get the latest version of Thunderbird on Windows XP or Vista?,get-latest-version-thunderbird-windows-xp-vista,/en-US/kb/get-latest-version-thunderbird-windows-xp-vista,en-US,How to update to the latest version of Thunderbird on Windows XP and Vista.,thunderbird;,install-migrate-and-update;download-install-and-migration;how;,https://support.mozilla.org/en-US/kb/get-latest-version-thunderbird-windows-xp-vista
32170,New in Thunderbird 45.0,new-thunderbird-45,/en-US/kb/new-thunderbird-45,en-US,This article describes the major changes in Thunderbird version 45.0 released in April 2016.,thunderbird;,thunderbird-versions-and-languages;,https://support.mozilla.org/en-US/kb/new-thunderbird-45
35708,Message Tags - Categorize your email in Thunderbird,message-tags,/en-US/kb/message-tags,en-US,Message tags let you organize your email messages by categories. Learn how to use them.,thunderbird;,read-send-and-organize-emails;,https://support.mozilla.org/en-US/kb/message-tags
35932,"Advanced panel - System, network, updates, and other advanced settings in Thunderbird",advanced-panel-settings-in-thunderbird,/en-US/kb/advanced-panel-settings-in-thunderbird,en-US,"Learn about the Advanced panel of the Thunderbird Options/Preferences window including scrolling, system integration, network, update, certificates, etc.",thunderbird;,customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/advanced-panel-settings-in-thunderbird
36426,New in Thunderbird 52.0,new-thunderbird-52,/en-US/kb/new-thunderbird-52,en-US,This article describes the major changes in Thunderbird version 52.0 released in April 2017.,thunderbird;,thunderbird-versions-and-languages;,https://support.mozilla.org/en-US/kb/new-thunderbird-52
36457,Your hardware is no longer supported by Thunderbird,your-hardware-no-longer-supported-tb,/en-US/kb/your-hardware-no-longer-supported-tb,en-US,"On computers with processors older than Pentium 4, Thunderbird is no longer supported as of version 52.",thunderbird;,install-migrate-and-update;,https://support.mozilla.org/en-US/kb/your-hardware-no-longer-supported-tb
37162,"Thunderbird support has ended for Mac OS X 10.6, 10.7 and 10.8",thunderbird-osx,/en-US/kb/thunderbird-osx,en-US,"Thunderbird version 52 and above are no longer supported on Mac OS X 10.6, 10.7 and 10.8. Learn more about your options.",thunderbird;,install-migrate-and-update;,https://support.mozilla.org/en-US/kb/thunderbird-osx
37635,Message threading in Thunderbird - keep messages grouped by conversation,message-threading-thunderbird,/en-US/kb/message-threading-thunderbird,en-US,Threading is a useful way of displaying message list in Thunderbird with your messages grouped in tree structures by conversations. Here's how to enable it.,thunderbird;,tips-and-tricks;read-send-and-organize-emails;customize-controls-options-and-add-ons;how;,https://support.mozilla.org/en-US/kb/message-threading-thunderbird
39206,Enable email invitations for CalDAV servers configured to do serverside scheduling,enable-email-invitations-caldav-servers-configured,/en-US/kb/enable-email-invitations-caldav-servers-configured,en-US,How to configure Thunderbird/Lightning to send email invitations even if you're subscribed to a CalDAV calendar supporting serverside scheduling.,thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/enable-email-invitations-caldav-servers-configured
39317,"Security panel - Junk, scam, antivirus, and password settings in Thunderbird",security-panel-settings-in-thunderbird,/en-US/kb/security-panel-settings-in-thunderbird,en-US,"Learn about the Security panel of the Thunderbird Options/Preferences window including junk mail control, scam detection, antivirus integration, and passwords.",thunderbird;,customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/security-panel-settings-in-thunderbird
39362,Privacy panel - Remote content and cookie settings in Thunderbird,privacy-panel-settings-in-thunderbird,/en-US/kb/privacy-panel-settings-in-thunderbird,en-US,"Learn about the Privacy & Security options in Thunderbird Includes Cookies, Remote Content, Junk/Scam detection",thunderbird;,customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/privacy-panel-settings-in-thunderbird
39372,Find what version of Thunderbird you are using,find-what-version-thunderbird-you-are-using,/en-US/kb/find-what-version-thunderbird-you-are-using,en-US,"Learn how to find out what Thunderbird version you are using, to help troubleshoot a problem or just to know if Thunderbird is up to date.",thunderbird;,install-migrate-and-update;,https://support.mozilla.org/en-US/kb/find-what-version-thunderbird-you-are-using
39378,"Password Manager - Remember, delete and change passwords in Thunderbird",password-manager-remember-delete-change-tb,/en-US/kb/password-manager-remember-delete-change-tb,en-US,"The Thunderbird Password Manager securely stores your username and passwords. Learn how to save, view, delete and edit your passwords.",thunderbird;,passwords-forms-and-search;privacy-and-security-settings;,https://support.mozilla.org/en-US/kb/password-manager-remember-delete-change-tb
40006,New in Thunderbird 60,new-thunderbird-60,/en-US/kb/new-thunderbird-60,en-US,This article describes the major changes in Thunderbird version 60.0 released in August 2018.,thunderbird;,thunderbird-versions-and-languages;,https://support.mozilla.org/en-US/kb/new-thunderbird-60
40007,Thunderbird end of Support for XP and Vista,thunderbird-end-support-xp-and-vista,/en-US/kb/thunderbird-end-support-xp-and-vista,en-US,Support for Windows XP and Vista has ended.,thunderbird;,learn-basics-get-started;other;,https://support.mozilla.org/en-US/kb/thunderbird-end-support-xp-and-vista
40517,Tables - Format messages with rows and columns,tables-format-messages-rows-and-columns,/en-US/kb/tables-format-messages-rows-and-columns,en-US,How to create Tables in emails. Tables use columns and rows to create cells which can contain text or images.,thunderbird;,how;,https://support.mozilla.org/en-US/kb/tables-format-messages-rows-and-columns
40686,Unify your POP email accounts with a global inbox,unify-your-pop-email-accounts-global-inbox,/en-US/kb/unify-your-pop-email-accounts-global-inbox,en-US,"We'll show you how to merge inboxes from various POP accounts to make what is called a global inbox, where all of the mail can be displayed in one place.",thunderbird;,read-send-and-organize-emails;emails-thunderbird;,https://support.mozilla.org/en-US/kb/unify-your-pop-email-accounts-global-inbox
40709,The difference between IMAP and POP3,difference-between-imap-and-pop3,/en-US/kb/difference-between-imap-and-pop3,en-US,Thunderbird gives users the choice between using IMAP or POP3. This documentation will explain the major differences between these protocols.,thunderbird;,learn-basics-get-started;set-up-email-thunderbird;emails-thunderbird;,https://support.mozilla.org/en-US/kb/difference-between-imap-and-pop3
40882,Calendar updates issues with Thunderbird,calendar-updates-issues-thunderbird,/en-US/kb/calendar-updates-issues-thunderbird,en-US,Common calendar update issues for Thunderbird with the Lightning add-on and recommendations to deal with them.,thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/calendar-updates-issues-thunderbird
41703,Install themes to change the look of Thunderbird,install-themes-change-look-thunderbird,/en-US/kb/install-themes-change-look-thunderbird,en-US,"A theme is a type of add-on which changes the visual appearance of Thunderbird. Learn how to find, install, and manage themes within Thunderbird.",thunderbird;,customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;,https://support.mozilla.org/en-US/kb/install-themes-change-look-thunderbird
42072,Unable to install add-ons (extensions or themes) in Thunderbird,unable-install-add-on-extension-theme-thunderbird,/en-US/kb/unable-install-add-on-extension-theme-thunderbird,en-US,This article describes various reasons that would cause an add-on not to be able to be installed and what you can do to fix the issue.,thunderbird;,customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;,https://support.mozilla.org/en-US/kb/unable-install-add-on-extension-theme-thunderbird
42089,Thunderbird Beta,thunderbird-beta,/en-US/kb/thunderbird-beta,en-US,Test new features and fixes in the most stable pre-release build of Thunderbird.,thunderbird;,install-migrate-and-update;,https://support.mozilla.org/en-US/kb/thunderbird-beta
42849,Getting started with the Thunderbird main window,getting-started-thunderbird-main-window,/en-US/kb/getting-started-thunderbird-main-window,en-US,"An overview of the Thunderbird Mail and Newsgroups window, explaining the Folder pane, Message List pane, Header pane, Message pane, and Today pane.",thunderbird;,learn-basics-get-started;,https://support.mozilla.org/en-US/kb/getting-started-thunderbird-main-window
42860,How to change the Thunderbird layout,how-change-thunderbird-layout,/en-US/kb/how-change-thunderbird-layout,en-US,Thunderbird contains three layout options for you to choose from to best fit your preference.,thunderbird;,learn-basics-get-started;,https://support.mozilla.org/en-US/kb/how-change-thunderbird-layout
44396,Firefox accounts on support.mozilla.org,firefox-accounts-supportmozillaorg,/en-US/kb/firefox-accounts-supportmozillaorg,en-US,Frequently asked questions about Firefox Accounts on Mozilla Support.,firefox;thunderbird;firefox-accounts;,support-forum;support-forum;get-started;no-surprises;,https://support.mozilla.org/en-US/kb/firefox-accounts-supportmozillaorg
45788,Unable to use profile when you launch an older version of Thunderbird,unable-launch-older-version-profile,/en-US/kb/unable-launch-older-version-profile,en-US,You have launched an older version of Thunderbird,thunderbird;,fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/unable-launch-older-version-profile
45802,New in Thunderbird 68.0,new-thunderbird-68,/en-US/kb/new-thunderbird-68,en-US,User facing changes in Thunderbird 68,thunderbird;,thunderbird-versions-and-languages;,https://support.mozilla.org/en-US/kb/new-thunderbird-68
46128,Dangerous directories,dangerous-directories-Thunderbird-account-settings,/en-US/kb/dangerous-directories-Thunderbird-account-settings,en-US,Some system folders are not allowed when setting Thunderbird storage location as they cause issues.,thunderbird;,learn-basics-get-started;tips-and-tricks;customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;procedures-diagnose-and-fix-problems;,https://support.mozilla.org/en-US/kb/dangerous-directories-Thunderbird-account-settings
48473,profile manager create and remove thunderbird profiles,profile-manager-create-and-remove-thunderbird-profiles,/en-US/kb/profile-manager-create-and-remove-thunderbird-profiles,en-US,Thunderbird stores your personal information and settings in a profile folder. Learn to work with different profiles on Thunderbird.,thunderbird;,tips-and-tricks;install-migrate-and-update;how;,https://support.mozilla.org/en-US/kb/profile-manager-create-and-remove-thunderbird-profiles
48715,Dedicated profile per Thunderbird installation,dedicated-profile-thunderbird-installation,/en-US/kb/dedicated-profile-thunderbird-installation,en-US,Different Thunderbird installations need separate profiles.  Learn more.,thunderbird;,install-migrate-and-update;,https://support.mozilla.org/en-US/kb/dedicated-profile-thunderbird-installation
49348,Introduction to End-to-end encryption in Thunderbird,introduction-to-e2e-encryption,/en-US/kb/introduction-to-e2e-encryption,en-US,This article explains what end-to-end encryption is and how to use it to protect the contents of your email in Thunderbird.,thunderbird;,tips-and-tricks;privacy-and-security-settings;,https://support.mozilla.org/en-US/kb/introduction-to-e2e-encryption
49633,Managing Thunderbird Updates,managing-thunderbird-updates,/en-US/kb/managing-thunderbird-updates,en-US,Learn about automatic updates for Thunderbird deployments and how to ensure that the latest security patches are applied and all features are available.,thunderbird;,install-migrate-and-update;how;,https://support.mozilla.org/en-US/kb/managing-thunderbird-updates
50377,New in Thunderbird 78.0,new-thunderbird-78,/en-US/kb/new-thunderbird-78,en-US,Illustrated overview of user facing changes in Thunderbird 78.,thunderbird;,tips-and-tricks;set-up-email-thunderbird;read-send-and-organize-emails;thunderbird-versions-and-languages;,https://support.mozilla.org/en-US/kb/new-thunderbird-78
50385,OpenPGP in Thunderbird - HOWTO and FAQ,openpgp-thunderbird-howto-and-faq,/en-US/kb/openpgp-thunderbird-howto-and-faq,en-US,"This article answers common questions about OpenPGP support in Thunderbird, as implemented in End-To-End Encryption (e2ee),  and how it differs from Enigmail.",thunderbird;,privacy-and-security-settings;,https://support.mozilla.org/en-US/kb/openpgp-thunderbird-howto-and-faq
50702,Thunderbird 78 FAQ,thunderbird-78-faq,/en-US/kb/thunderbird-78-faq,en-US,"This document answers questions for new users of Thunderbird 78, in particular users who have upgraded from a previous version.",thunderbird;,how;,https://support.mozilla.org/en-US/kb/thunderbird-78-faq
51159,Profiling Thunderbird Performance,profiling-thunderbird-performance,/en-US/kb/profiling-thunderbird-performance,en-US,How to create a Thunderbird performance profile to find causes of high CPU load or slowness.,thunderbird;,fix-slowness-crashing-error-messages-and-other-problems;how;,https://support.mozilla.org/en-US/kb/profiling-thunderbird-performance
51421,Primary Password is replacing Master Password in Thunderbird,primary-password-replacing-master-password-thunderbird,/en-US/kb/primary-password-replacing-master-password-thunderbird,en-US,Primary Password is replacing Master Password. Learn more about why we are making this change.,thunderbird;,customize-controls-options-and-add-ons;passwords-forms-and-search;privacy-and-security-settings;thunderbird-options-preferences-and-settings;other;,https://support.mozilla.org/en-US/kb/primary-password-replacing-master-password-thunderbird
52151,Permission request messages for Thunderbird extensions,permission-request-messages-thunderbird-extensions,/en-US/kb/permission-request-messages-thunderbird-extensions,en-US,More information about each permission request you may encounter when installing an extension into Thunderbird.,thunderbird;,customize-thunderbird-add-ons-plugins-and-extensions;,https://support.mozilla.org/en-US/kb/permission-request-messages-thunderbird-extensions
53177,Unable to uninstall add-ons (extensions or themes),policies-extensions-locked,/en-US/kb/policies-extensions-locked,en-US,This article describes how to uninstall an extension or theme that can't be removed normally.,thunderbird;,customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;,https://support.mozilla.org/en-US/kb/policies-extensions-locked
53604,Compacting folders - Potential complications,compacting-folders-potential-complications,/en-US/kb/compacting-folders-potential-complications,en-US,Help the user understand some of the things that may go wrong when compacting.,thunderbird;,fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/compacting-folders-potential-complications
54666,OpenPGP Recipient Alias Configuration,openpgp-recipient-alias-configuration,/en-US/kb/openpgp-recipient-alias-configuration,en-US,How to set up and use the OpenPGP recipient Alias feature in Thunderbird.,thunderbird;,privacy-and-security-settings;how;,https://support.mozilla.org/en-US/kb/openpgp-recipient-alias-configuration
54693,Customize Date and Time formats in Thunderbird,customize-date-time-formats-thunderbird,/en-US/kb/customize-date-time-formats-thunderbird,en-US,How to customize date and time formats in Mozilla Thunderbird using regional settings or override preferences.,thunderbird;,customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;how;,https://support.mozilla.org/en-US/kb/customize-date-time-formats-thunderbird
54925,New in Thunderbird 91,new-thunderbird-91,/en-US/kb/new-thunderbird-91,en-US,"Detailed introduction to the most interesting new features, improvements, and changes visible to users in Thunderbird 91.0.",thunderbird;,learn-basics-get-started;tips-and-tricks;install-migrate-and-update;calendar;customize-controls-options-and-add-ons;thunderbird-versions-and-languages;how;,https://support.mozilla.org/en-US/kb/new-thunderbird-91
57733,Automatic Conversion of Google mail accounts to OAuth 2.0 Authentication,automatic-conversion-google-mail-accounts-oauth20,/en-US/kb/automatic-conversion-google-mail-accounts-oauth20,en-US,"Thunderbird 91.8.0, released 5th April 2022, converts Gmail accounts to OAuth 2.0 in compliance with Google's schedule for requiring this login method.",thunderbird;,install-migrate-and-update;passwords-forms-and-search;download-install-and-migration;privacy-and-security-settings;,https://support.mozilla.org/en-US/kb/automatic-conversion-google-mail-accounts-oauth20
58119,Unsafe properties of OpenPGP keys might be ignored,openpgp-unsafe-key-properties-ignored,/en-US/kb/openpgp-unsafe-key-properties-ignored,en-US,"If Thunderbird unexpectedly reports that an OpenPGP key is expired, or isn't showing some expected properties, the key might have unsafe properties.",thunderbird;,privacy-and-security-settings;,https://support.mozilla.org/en-US/kb/openpgp-unsafe-key-properties-ignored
58208,New in Thunderbird 102,new-thunderbird-102,/en-US/kb/new-thunderbird-102,en-US,"Detailed introduction to the most interesting new features, improvements, and changes visible to users in Thunderbird 102.0.",thunderbird;,learn-basics-get-started;tips-and-tricks;install-migrate-and-update;emails-thunderbird;download-install-and-migration;how;other;,https://support.mozilla.org/en-US/kb/new-thunderbird-102
58418,Custom installation of Thunderbird on Windows,custom-installation-thunderbird-windows,/en-US/kb/custom-installation-thunderbird-windows,en-US,"The custom setup option in the Thunderbird full, offline installer lets you choose the Windows program folder location and shortcuts. Learn more.",thunderbird;,install-migrate-and-update;,https://support.mozilla.org/en-US/kb/custom-installation-thunderbird-windows
58717,Prerequisite for sending an encrypted email message,thunderbird-help-cannot-encrypt,/en-US/kb/thunderbird-help-cannot-encrypt,en-US,This article explains why Thunderbird may report that it cannot encrypt an email that you attempt to send.,thunderbird;,how;,https://support.mozilla.org/en-US/kb/thunderbird-help-cannot-encrypt
58718,Thunderbird and OpenPGP Alias Keys,thunderbird-help-openpgp-alias,/en-US/kb/thunderbird-help-openpgp-alias,en-US,How to use the OpenPGP Alias Keys feature to bypass Thunderbird's usual requirement that an OpenPGP public key must contain the recipient's email address.,thunderbird;,how;,https://support.mozilla.org/en-US/kb/thunderbird-help-openpgp-alias
58720,OpenPGP keys might be authentic or counterfeit,thunderbird-help-openpgp-counterfeit-key,/en-US/kb/thunderbird-help-openpgp-counterfeit-key,en-US,How to avoid accepting a counterfeit OpenPGP key when Thunderbird asks you to accept the public key of a correspondent.,thunderbird;,tips-and-tricks;,https://support.mozilla.org/en-US/kb/thunderbird-help-openpgp-counterfeit-key
58805,Setup your email account for using End-To-End Encryption,thunderbird-help-setup-account-e2ee,/en-US/kb/thunderbird-help-setup-account-e2ee,en-US,"To use End-To-End Encryption with Thunderbird, you must prepare your own keys or certificates in account settings. This article explains what to do.",thunderbird;,how;,https://support.mozilla.org/en-US/kb/thunderbird-help-setup-account-e2ee
58840,Export your Thunderbird Profile,thunderbird-export,/en-US/kb/thunderbird-export,en-US,"Thunderbird's export tool lets you create a backup of your Thunderbird profile including accounts, messages, address books, and settings.",thunderbird;,install-migrate-and-update;thunderbird-versions-and-languages;download-install-and-migration;copy-your-personal-information-one-thunderbird-another;how;,https://support.mozilla.org/en-US/kb/thunderbird-export
58863,Import settings and data into Thunderbird,thunderbird-import,/en-US/kb/thunderbird-import,en-US,"With Thunderbird's import tool, you can import settings and data from a variety of sources including Thunderbird profiles, other applications or files.",thunderbird;,install-migrate-and-update;thunderbird-versions-and-languages;download-install-and-migration;copy-your-personal-information-one-thunderbird-another;how;,https://support.mozilla.org/en-US/kb/thunderbird-import
60560,Upgrading from an older version of Thunderbird,upgrading-older-version-thunderbird,/en-US/kb/upgrading-older-version-thunderbird,en-US,This article will help you upgrade you upgrade old versions of Thunderbird to the latest version.,thunderbird;,install-migrate-and-update;thunderbird-versions-and-languages;,https://support.mozilla.org/en-US/kb/upgrading-older-version-thunderbird
